"","gene","r","module_color","module_n"
"8727","Ube2d4",0.66397901161859,"grey60",17
"8728","Dbnl",0.737954614653613,"turquoise",1
"8729","Aebp1",0.759675658006046,"darkorange",26
"8730","Pold2",0.570762879968925,"turquoise",1
"8731","Ykt6",0.756377516844872,"turquoise",1
"8732","Camk2b",0.760528163194271,"brown",3
"8733","Nudcd3",0.883746674402276,"green",5
"8734","Ddx56",0.471926822087501,"turquoise",1
"8735","Tmed4",0.771027919565539,"turquoise",1
"8736","Ogdh",0.746762863386489,"green",5
"8737","Zmiz2",0.670436484819735,"darkgrey",24
"8738","Ppia",0.87506608589988,"lightyellow",19
"8739","H2AFV_gene3204",0.577829785345807,"lightyellow",19
"8740","Purb",0.628102640379027,"brown",3
"8741","Ccm2",0.837053426360267,"turquoise",1
"8742","Nacad",0.787473593530284,"magenta",9
"8743","Tbrg4",0.740767414556926,"turquoise",1
"8744","Ramp3",0.918385105168451,"turquoise",1
"8745","Adcy1",0.871582050960715,"brown",3
"8746","Igfbp3",-0.0689678202173613,"grey",0
"8747","Tns3",0.74032439591101,"pink",8
"8748","Hus1",0.723331544636539,"blue",2
"8749","Upp1",0.505747045110479,"white",27
"8750","Igsf1",0.553448447825993,"green",5
"8751","Arhgap36",0.770514609137892,"turquoise",1
"8752","Slc25a14",0.64741322500112,"green",5
"8753","Znf280c",0.843212326097594,"darkturquoise",23
"8754","Rab33a",0.533237103914152,"turquoise",1
"8755","Aifm1",0.840699042745838,"turquoise",1
"8756","Bcorl1",0.851891138000462,"blue",2
"8757","Utp14a",0.495210661261518,"grey",0
"8758","Zdhhc9",0.730847313541879,"magenta",9
"8759","Apln",0.323797242719909,"turquoise",1
"8760","Ocrl",0.872519606665247,"brown",3
"8761","Smarca1",0.705707742796602,"brown",3
"8762","Tenm1",0.809001618362823,"brown",3
"8763","Stag2",0.882018508644122,"blue",2
"8764","Xiap",0.76210881480971,"brown",3
"8765","Thoc2",0.826855791134011,"pink",8
"8766","Gria3",0.565310060664788,"skyblue",28
"8767","Mcts1",0.404625863871782,"turquoise",1
"8768","Cul4b",0.532391489610352,"green",5
"8769","Lamp2",0.619652850260614,"skyblue",28
"8770","Tmem255a",0.859848173731269,"green",5
"8771","Zbtb33",0.890047677527465,"blue",2
"8772","Nkap",0.599351639650501,"blue",2
"8773","Ndufa1",0.827625845364861,"turquoise",1
"8774","Rnf113a",0.868016220209965,"turquoise",1
"8775","Upf3b",0.591605627690919,"grey",0
