"","gene","module"
"Crtc1","Crtc1",3
"Klhl26","Klhl26",6
"Tmem59l","Tmem59l",4
"REX1BD","REX1BD",2
"Uba52","Uba52",7
"Kxd1","Kxd1",1
"Fkbp8","Fkbp8",7
"Ell","Ell",1
"Isyna1","Isyna1",12
"Ssbp4","Ssbp4",1
"Pgpep1","Pgpep1",2
"Lsm4","Lsm4",0
"Trak1","Trak1",5
"Rab3a","Rab3a",4
"Mpv17l2","Mpv17l2",5
"Ifi30","Ifi30",4
"Pik3r2","Pik3r2",5
"Mast3","Mast3",4
"Arrdc2","Arrdc2",11
"Kcnn1","Kcnn1",7
"Ccdc124","Ccdc124",7
"Slc5a5","Slc5a5",12
"Rpl18a","Rpl18a",2
"Jak3","Jak3",0
"Fcho1","Fcho1",1
"Map1s","Map1s",2
"Tardbp","Tardbp",1
"Unc13a","Unc13a",0
"Colgalt1","Colgalt1",3
"Pgls","Pgls",2
"Slc27a1","Slc27a1",7
"Mvb12a","Mvb12a",4
"Plvap","Plvap",18
"Gtpbp3","Gtpbp3",2
"Masp2","Masp2",5
"Ano8","Ano8",2
"Dda1","Dda1",2
"Mrpl34","Mrpl34",0
"Abhd8","Abhd8",7
"Babam1","Babam1",2
"Ushbp1","Ushbp1",3
"Nr2f6","Nr2f6",1
"Ocel1","Ocel1",1
"Use1","Use1",2
"Srm","Srm",2
"Myo9b","Myo9b",10
"Haus8","Haus8",2
"Cpamd8","Cpamd8",2
"Sin3b","Sin3b",5
"Nwd1","Nwd1",2
"Tmem38a","Tmem38a",5
"Smim7","Smim7",2
"Med26","Med26",2
"LOC110598902","LOC110598902",1
"Exosc10","Exosc10",1
"Slc35e1","Slc35e1",6
"Cherp","Cherp",5
"CUNH19orf44","CUNH19orf44",1
"Calr3","Calr3",2
"Eps15l1","Eps15l1",2
"Ap1m1","Ap1m1",2
"Fam32a","Fam32a",9
"Rab8a","Rab8a",5
"Mtor","Mtor",11
"Tpm4","Tpm4",2
"ZNF627_containing_gene15723","ZNF627_containing_gene15723",1
"ZNF443_like","ZNF443_like",1
"ZNF44_containing","ZNF44_containing",1
"ZNF14_like","ZNF14_like",6
"ZNF709_containing_gene15728","ZNF709_containing_gene15728",3
"Angptl7","Angptl7",0
"ZNF709_containing_gene15730","ZNF709_containing_gene15730",1
"ZNF709_containing_gene15731","ZNF709_containing_gene15731",1
"ZNF442_like","ZNF442_like",0
"ZNF709_containing_gene15733","ZNF709_containing_gene15733",6
"ZNF709_like_gene15735","ZNF709_like_gene15735",0
"ZNF709_containing_gene15736","ZNF709_containing_gene15736",1
"CYP4F3","CYP4F3",0
"CYP4F3_containing","CYP4F3_containing",1
"Ubiad1","Ubiad1",6
"CYP4F22_like","CYP4F22_like",3
"Rasal3","Rasal3",0
"Wiz","Wiz",1
"Akap8l","Akap8l",1
"Akap8","Akap8",1
"LOC106145120","LOC106145120",3
"Brd4","Brd4",5
"Ephx3","Ephx3",3
"Notch3","Notch3",3
"Disp3","Disp3",1
"Ilvbl","Ilvbl",1
"Syde1","Syde1",1
"Fbxo2","Fbxo2",1
"Slc1a6","Slc1a6",3
"Fbxo44","Fbxo44",7
"PGBD2","PGBD2",2
"Cplx2","Cplx2",4
"Thoc3","Thoc3",5
"Shcbp1","Shcbp1",0
"Simc1","Simc1",1
"Fbxo6","Fbxo6",1
"Kiaa1191","Kiaa1191",2
"Arl10","Arl10",6
"Nop16","Nop16",0
"Higd2a","Higd2a",1
"Cltb","Cltb",2
"Faf2","Faf2",5
"Rnf44","Rnf44",0
"Cdhr2","Cdhr2",0
"Gprin1","Gprin1",6
"Mad2l2","Mad2l2",2
"Sncb","Sncb",4
"Eif4e1b","Eif4e1b",3
"Tspan17","Tspan17",0
"Unc5a","Unc5a",1
"Hk3","Hk3",2
"Uimc1","Uimc1",0
"Znf346","Znf346",1
"Fgfr4","Fgfr4",0
"Nsd1","Nsd1",5
"Rab24","Rab24",1
"Prelid1","Prelid1",2
"Mxd3","Mxd3",1
"Lman2","Lman2",5
"Rgs14","Rgs14",1
"Grk6","Grk6",6
"Prr7","Prr7",1
"Dbn1","Dbn1",0
"Pdlim7","Pdlim7",1
"Ddx41","Ddx41",2
"Fam193b","Fam193b",0
"B4galt7","B4galt7",3
"Camlg","Camlg",4
"Agtrap","Agtrap",2
"LOC106145123","LOC106145123",1
"DDX46_like","DDX46_like",5
"CUNH5orf24","CUNH5orf24",3
"Txndc15","Txndc15",1
"Pcbd2","Pcbd2",1
"Pitx1","Pitx1",18
"H2AFY","H2AFY",1
"Cxcl14","Cxcl14",4
"Slc25a48","Slc25a48",4
"Fbxl21","Fbxl21",2
"Tgfbi","Tgfbi",0
"Mthfr","Mthfr",0
"Smad5","Smad5",1
"Trpc7","Trpc7",1
"Spock1","Spock1",1
"Klhl3","Klhl3",1
"Hnrnpa0","Hnrnpa0",6
"NPY6R_like","NPY6R_like",1
"Clcn6","Clcn6",0
"Dcp2","Dcp2",6
"DCP2_containing","DCP2_containing",1
"Mcc","Mcc",3
"YTHDC2_containing","YTHDC2_containing",1
"Ythdc2","Ythdc2",2
"SDAD1","SDAD1",0
"Naaa","Naaa",3
"Uso1","Uso1",9
"G3bp2","G3bp2",4
"Cdkl2","Cdkl2",0
"Thap6","Thap6",1
"Rchy1","Rchy1",0
"Parm1","Parm1",2
"Epgn","Epgn",0
"Mthfd2l","Mthfd2l",0
"Kiaa2013","Kiaa2013",5
"Rassf6","Rassf6",3
"Plod1","Plod1",4
"Ankrd17","Ankrd17",6
"COX18_like","COX18_like",0
"Adamts3","Adamts3",2
"Slc4a4","Slc4a4",6
"Mfn2","Mfn2",2
"Dck","Dck",0
"Mob1b","Mob1b",6
"Grsf1","Grsf1",3
"Rufy3","Rufy3",2
"Jchain","Jchain",3
"Utp3","Utp3",2
"Miip","Miip",1
"SULT1B1_containing_gene15921","SULT1B1_containing_gene15921",5
"Tnfrsf1b","Tnfrsf1b",1
"SHANK2_like","SHANK2_like",1
"Cttn","Cttn",1
"Ppfia1","Ppfia1",4
"Fadd","Fadd",1
"Ano1","Ano1",0
"Vps13d","Vps13d",2
"LOC106145129","LOC106145129",0
"Oraov1","Oraov1",2
"Tpcn2","Tpcn2",4
"Mrgprf","Mrgprf",12
"Ighmbp2","Ighmbp2",0
"Mrpl21","Mrpl21",2
"Cpt1a","Cpt1a",2
"Tesmin","Tesmin",1
"Gal","Gal",0
"Ppp6r3","Ppp6r3",5
"Lrp5","Lrp5",1
"CUNH11orf24","CUNH11orf24",2
"Kmt5b","Kmt5b",1
"Chka","Chka",4
"Tcirg1","Tcirg1",3
"Ndufs8","Ndufs8",2
"Dhrs3","Dhrs3",1
"Aldh3b1","Aldh3b1",6
"Unc93b1","Unc93b1",2
"Nudt8","Nudt8",3
"DOC2GP_containing","DOC2GP_containing",0
"Ndufv1","Ndufv1",1
"Gstp1","Gstp1",2
"Cdk2ap2","Cdk2ap2",3
"Pitpnm1","Pitpnm1",4
"Aip","Aip",4
"Tmem134","Tmem134",1
"Cabp4","Cabp4",0
"Coro1b","Coro1b",2
"Ptprcap","Ptprcap",0
"Rps6kb2","Rps6kb2",2
"Carns1","Carns1",10
"Ppp1ca","Ppp1ca",2
"Rad9a","Rad9a",4
"Clcf1","Clcf1",2
"Pold4","Pold4",2
"Ssh3","Ssh3",0
"Ankrd13d","Ankrd13d",1
"Grk2","Grk2",4
"Kdm2a","Kdm2a",1
"Rhod","Rhod",2
"Syt12","Syt12",7
"Pc","Pc",3
"HSP90AA1_gene15992","HSP90AA1_gene15992",4
"Lrfn4","Lrfn4",5
"Rce1","Rce1",1
"CUNH11orf80","CUNH11orf80",2
"Sptbn2","Sptbn2",6
"RBM4B","RBM4B",1
"RBM4_like","RBM4_like",6
"CUNH1orf158","CUNH1orf158",0
"Rbm14","Rbm14",6
"Ccs","Ccs",2
"Ctsf","Ctsf",1
"Actn3","Actn3",2
"Zdhhc24","Zdhhc24",2
"Bbs1","Bbs1",2
"Dpp3","Dpp3",2
"Peli3","Peli3",2
"Mrpl11","Mrpl11",2
"Npas4","Npas4",0
"Slc29a2","Slc29a2",1
"B4gat1","B4gat1",6
"Brms1","Brms1",4
"Rin1","Rin1",0
"Cd248","Cd248",1
"Tmem151a","Tmem151a",8
"Yif1a","Yif1a",1
"Cnih2","Cnih2",7
"Rab1b","Rab1b",1
"Klc2","Klc2",4
"Pacs1","Pacs1",5
"Sf3b2","Sf3b2",2
"Gal3st3","Gal3st3",2
"Banf1","Banf1",2
"Lrrc38","Lrrc38",3
"Eif1ad","Eif1ad",0
"Sart1","Sart1",3
"Tsga10ip","Tsga10ip",3
"Drap1","Drap1",3
"CUNH11orf68","CUNH11orf68",6
"Ccdc85b","Ccdc85b",4
"Fibp","Fibp",1
"Efemp2","Efemp2",3
"Pdpn","Pdpn",5
"Mus81","Mus81",3
"Cfl1","Cfl1",1
"LOC110598929","LOC110598929",1
"Ap5b1","Ap5b1",1
"Rnaseh2c","Rnaseh2c",0
"Kat5","Kat5",1
"Rela","Rela",2
"Sipa1","Sipa1",1
"Pcnx3","Pcnx3",2
"PRDM2_containing","PRDM2_containing",1
"Map3k11","Map3k11",4
"Ehbp1l1","Ehbp1l1",0
"Sssca1","Sssca1",2
"Ltbp3","Ltbp3",6
"Scyl1","Scyl1",5
"NEAT1_containing","NEAT1_containing",0
"LOC106145130","LOC106145130",3
"Frmd8","Frmd8",5
"Prdm2","Prdm2",1
"Tigd3","Tigd3",3
"Dpf2","Dpf2",6
"Pola2","Pola2",5
"Capn1","Capn1",1
"Syvn1","Syvn1",5
"Mrpl49","Mrpl49",2
"Fau","Fau",2
"Znhit2","Znhit2",0
"PRDM2_like_gene1607","PRDM2_like_gene1607",1
"Tm7sf2","Tm7sf2",3
"Vps51","Vps51",1
"Zfpl1","Zfpl1",1
"Cdca5","Cdca5",2
"Sac3d1","Sac3d1",1
"Snx15","Snx15",1
"Arl2","Arl2",7
"Ppp2r5b","Ppp2r5b",6
"Atg2a","Atg2a",0
"LOC110598932","LOC110598932",2
"Ehd1","Ehd1",2
"Cdc42bpg","Cdc42bpg",10
"Men1","Men1",3
"Kazn","Kazn",0
"Map4k2","Map4k2",5
"Sf1","Sf1",1
"Pygm","Pygm",2
"Rasgrp2","Rasgrp2",2
"Nrxn2","Nrxn2",4
"Rps6ka4","Rps6ka4",2
"Ccdc88b","Ccdc88b",0
"Prdx5","Prdx5",7
"Zeb2","Zeb2",1
"Tmem51","Tmem51",3
"Trmt112","Trmt112",2
"Esrra","Esrra",1
"Kcnk4","Kcnk4",2
"Gpr137","Gpr137",2
"Bad","Bad",2
"Plcb3","Plcb3",4
"Ppp1r14b","Ppp1r14b",2
"Fkbp2","Fkbp2",4
"Vegfb","Vegfb",1
"Fhad1","Fhad1",0
"Dnajc4","Dnajc4",1
"Nudt22","Nudt22",0
"Trpt1","Trpt1",1
"Fermt3","Fermt3",2
"Stip1","Stip1",13
"Macrod1","Macrod1",6
"Flrt1","Flrt1",2
"Otub1","Otub1",2
"COX8A_like","COX8A_like",2
"Naa40","Naa40",1
"Efhd2","Efhd2",5
"Rcor2","Rcor2",0
"Mark2","Mark2",6
"SPINDOC_containing","SPINDOC_containing",6
"CUNH11orf95","CUNH11orf95",1
"Rtn3","Rtn3",7
"Atl3","Atl3",6
"Pla2g16","Pla2g16",10
"Sorcs3","Sorcs3",1
"Cfap58","Cfap58",0
"Itprip","Itprip",0
"Gsto1","Gsto1",2
"Cfap43","Cfap43",4
"Sfr1","Sfr1",9
"Col17a1","Col17a1",1
"Slk","Slk",3
"Stn1","Stn1",3
"Sh3pxd2a","Sh3pxd2a",2
"Neurl1","Neurl1",10
"Calhm3","Calhm3",0
"Calhm2","Calhm2",1
"Pdcd11","Pdcd11",3
"Usmg5","Usmg5",2
"Taf5","Taf5",1
"Pcgf6","Pcgf6",1
"Ina","Ina",4
"Casp9","Casp9",1
"Nt5c2","Nt5c2",1
"Cnnm2","Cnnm2",1
"As3mt","As3mt",1
"Borcs7","Borcs7",1
"Wbp1l","Wbp1l",1
"Sfxn2","Sfxn2",1
"Arl3","Arl3",2
"Trim8","Trim8",1
"Dnajc16","Dnajc16",3
"Sufu","Sufu",3
"Actr1a","Actr1a",2
"Mfsd13a","Mfsd13a",1
"Cuedc2","Cuedc2",3
"Fbxl15","Fbxl15",2
"Psd","Psd",1
"Nfkb2","Nfkb2",4
"Gbf1","Gbf1",1
"Agmat","Agmat",1
"Elovl3","Elovl3",0
"Nolc1","Nolc1",3
"Pprc1","Pprc1",1
"Ldb1","Ldb1",6
"Hps6","Hps6",0
"ARMH3_like","ARMH3_like",6
"Kcnip2","Kcnip2",5
"Mgea5","Mgea5",4
"Npm3","Npm3",4
"DDI2","DDI2",1
"Fbxw4","Fbxw4",0
"Dpcd","Dpcd",0
"Poll","Poll",3
"Btrc","Btrc",0
"Plekhm2","Plekhm2",6
"Kazald1","Kazald1",3
"Sfxn3","Sfxn3",1
"Pdzd7","Pdzd7",1
"Lzts2","Lzts2",8
"Twnk","Twnk",1
"Mrpl43","Mrpl43",2
"Sema4g","Sema4g",6
"Slf2","Slf2",1
"GTDC1_like","GTDC1_like",1
"Slc25a34","Slc25a34",2
"Hif1an","Hif1an",1
"Ndufb8","Ndufb8",2
"Sec31b","Sec31b",6
"Wnt8b","Wnt8b",0
"SCD_containing_gene16206","SCD_containing_gene16206",2
"SCD_like","SCD_like",8
"Tmem82","Tmem82",2
"SCD_containing_gene16210","SCD_containing_gene16210",15
"SCD_containing_gene16211","SCD_containing_gene16211",8
"Hells","Hells",0
"Tbc1d12","Tbc1d12",1
"Noc3l","Noc3l",1
"Plce1","Plce1",1
"Slc35g1","Slc35g1",1
"Lgi1","Lgi1",4
"FRA10AC1_like","FRA10AC1_like",2
"Pde6c","Pde6c",2
"Spen","Spen",1
"Rbp4","Rbp4",2
"Myof","Myof",1
"Exoc6","Exoc6",1
"Hhex","Hhex",0
"Kif11","Kif11",2
"Zbtb17","Zbtb17",3
"Ide","Ide",0
"March5","March5",2
"Cpeb3","Cpeb3",6
"Btaf1","Btaf1",1
"CUNH1orf64","CUNH1orf64",1
"Tnks2","Tnks2",6
"Ppp1r3c","Ppp1r3c",1
"Hectd2","Hectd2",3
"LOC110598943","LOC110598943",5
"Pcgf5","Pcgf5",3
"Rpp30","Rpp30",0
"Htr7","Htr7",4
"LOC110598944","LOC110598944",6
"SNRPB","SNRPB",15
"Kif20b","Kif20b",0
"FLJ37201_like","FLJ37201_like",1
"Pank1","Pank1",1
"Slc16a12","Slc16a12",12
"Ifit5","Ifit5",3
"IFIT1","IFIT1",0
"IFIT1B_containing","IFIT1B_containing",0
"LOC110598940","LOC110598940",0
"Ifit3","Ifit3",0
"IFIT2_like","IFIT2_like",3
"Fam131c","Fam131c",2
"LOC101960407","LOC101960407",0
"LIPA_like","LIPA_like",0
"Gprin2","Gprin2",1
"Syt15","Syt15",2
"Fam35a","Fam35a",3
"Glud1","Glud1",4
"LOC110598947","LOC110598947",2
"Gtdc1","Gtdc1",1
"Epha2","Epha2",1
"LOC106145134","LOC106145134",1
"Chchd4","Chchd4",2
"Tmem43","Tmem43",2
"Xpc","Xpc",0
"Lsm3","Lsm3",5
"Slc6a6","Slc6a6",2
"Grip2","Grip2",4
"Ccdc174","Ccdc174",4
"Fgd5","Fgd5",1
"Arhgef19","Arhgef19",0
"Nr2c2","Nr2c2",1
"Mrps25","Mrps25",2
"Rbsn","Rbsn",6
"Trh","Trh",0
"Tmcc1","Tmcc1",5
"Plxnd1","Plxnd1",1
"Ift122","Ift122",1
"Rsg1","Rsg1",2
"Mbd4","Mbd4",0
"Efcab12","Efcab12",0
"Rpl32","Rpl32",1
"Cand2","Cand2",2
"Raf1","Raf1",3
"Mkrn2","Mkrn2",0
"Tsen2","Tsen2",0
"Fbxo42","Fbxo42",1
"Syn2","Syn2",7
"Tamm41","Tamm41",14
"Vgll4","Vgll4",1
"LOC110598949","LOC110598949",0
"Atg7","Atg7",1
"Hrh1","Hrh1",1
"Slc6a1","Slc6a1",1
"Slc6a11","Slc6a11",5
"Atp2b2","Atp2b2",7
"Sec13","Sec13",5
"Tatdn2","Tatdn2",0
"Irak2","Irak2",1
"Vhl","Vhl",6
"Brk1","Brk1",2
"Szrd1","Szrd1",3
"Fancd2","Fancd2",2
"Emc3","Emc3",2
"Prrt3","Prrt3",7
"Creld1","Creld1",4
"Il17rc","Il17rc",1
"Jagn1","Jagn1",6
"Rpusd3","Rpusd3",1
"TTLL3_containing","TTLL3_containing",3
"Arpc4","Arpc4",2
"Tada3","Tada3",0
"Camk1","Camk1",7
"Ogg1","Ogg1",1
"Brpf1","Brpf1",1
"Cpne9","Cpne9",4
"Mtmr14","Mtmr14",3
"Lhfpl4","Lhfpl4",11
"Setd5","Setd5",5
"Thumpd3","Thumpd3",6
"Necap2","Necap2",0
"Srgap3","Srgap3",0
"Rad18","Rad18",1
"Oxtr","Oxtr",1
"Lmcd1","Lmcd1",0
"INPP5E_like","INPP5E_like",0
"Grm7","Grm7",4
"Crocc","Crocc",6
"Mfap2","Mfap2",12
"Atp13a2","Atp13a2",4
"RPL22","RPL22",1
"CUNH14orf132","CUNH14orf132",7
"Atg2b","Atg2b",2
"Gskip","Gskip",1
"Sdhb","Sdhb",2
"Ak7","Ak7",0
"Papola","Papola",6
"Vrk1","Vrk1",1
"Bcl11b","Bcl11b",0
"Setd3","Setd3",2
"Padi2","Padi2",10
"Ccnk","Ccnk",4
"Ccdc85c","Ccdc85c",3
"Hhipl1","Hhipl1",4
"CYP46A1","CYP46A1",4
"Eml1","Eml1",2
"Evl","Evl",7
"Degs2","Degs2",1
"Yy1","Yy1",1
"Slc25a29","Slc25a29",3
"Wars","Wars",11
"Wdr25","Wdr25",2
"Begain","Begain",4
"Dlk1","Dlk1",1
"MEG3_containing","MEG3_containing",4
"Rtl1","Rtl1",1
"LOC106145138","LOC106145138",1
"LOC101965466","LOC101965466",3
"LOC110598954","LOC110598954",1
"LOC110598957","LOC110598957",1
"MIR544A_containing","MIR544A_containing",1
"MIR656_containing","MIR656_containing",1
"Dio3","Dio3",2
"Pot1","Pot1",4
"Gpr37","Gpr37",8
"Tmem229a","Tmem229a",6
"Wasl","Wasl",3
"Ndufa5","Ndufa5",1
"Iqub","Iqub",3
"Cadps2","Cadps2",4
"Fezf1","Fezf1",1
"Aass","Aass",4
"Ptprz1","Ptprz1",4
"Fam3c","Fam3c",3
"Cped1","Cped1",0
"Ing3","Ing3",1
"Tspan12","Tspan12",0
"Kcnd2","Kcnd2",4
"CACNA1C_containing_gene16475","CACNA1C_containing_gene16475",5
"Ddx11","Ddx11",6
"Washc1","Washc1",3
"Iqsec3","Iqsec3",1
"Slc6a12","Slc6a12",1
"Slc6a13","Slc6a13",12
"Kdm5a","Kdm5a",1
"B4galnt3","B4galnt3",0
"Rcc2","Rcc2",13
"Wnk1","Wnk1",8
"Rad52","Rad52",1
"Erc1","Erc1",3
"Wnt5b","Wnt5b",2
"Fbxl14","Fbxl14",1
"Adipor2","Adipor2",6
"Arhgef10l","Arhgef10l",6
"Cacna2d4","Cacna2d4",0
"Lrtm2","Lrtm2",4
"Dcp1b","Dcp1b",0
"Cacna1c","Cacna1c",4
"ZNF146_containing","ZNF146_containing",1
"Fkbp4","Fkbp4",13
"Itfg2","Itfg2",2
"Nrip2","Nrip2",4
"Foxm1","Foxm1",0
"Rhno1","Rhno1",6
"Tulp3","Tulp3",5
"Tead4","Tead4",5
"Tspan9","Tspan9",0
"Tspan11","Tspan11",1
"Prmt8","Prmt8",4
"Cracr2a","Cracr2a",4
"Parp11","Parp11",0
"Ccnd2","Ccnd2",0
"Tigar","Tigar",3
"IGSF21_containing","IGSF21_containing",0
"CUNH12orf4","CUNH12orf4",3
"Akap3","Akap3",0
"Ndufa9","Ndufa9",1
"LOC110598972","LOC110598972",1
"Igsf21","Igsf21",7
"Kcna6","Kcna6",3
"KCNA6_gene16541","KCNA6_gene16541",11
"Cntn1","Cntn1",1
"Lrrk2","Lrrk2",4
"Slc2a13","Slc2a13",4
"CUNH12orf40","CUNH12orf40",4
"Abcd2","Abcd2",3
"Kif21a","Kif21a",0
"Cpne8","Cpne8",1
"Alg10","Alg10",3
"Syt10","Syt10",1
"Pkp2","Pkp2",3
"Yars2","Yars2",3
"Dnm1l","Dnm1l",1
"Fgd4","Fgd4",5
"Bicd1","Bicd1",1
"Kiaa1551","Kiaa1551",1
"GCSH_containing","GCSH_containing",0
"Amn1","Amn1",1
"Etfbkmt","Etfbkmt",1
"Dennd5b","Dennd5b",0
"Fam60a","Fam60a",0
"Caprin2","Caprin2",2
"Ipo8","Ipo8",2
"COL24A1","COL24A1",5
"Znhit6","Znhit6",3
"Cyr61","Cyr61",1
"Ddah1","Ddah1",2
"Bcl10","Bcl10",0
"CUNH1orf52","CUNH1orf52",1
"Syde2","Syde2",2
"Wdr63","Wdr63",3
"Mcoln3","Mcoln3",0
"Ssx2ip","Ssx2ip",6
"Ctbs","Ctbs",0
"Spata1","Spata1",0
"Gng5","Gng5",4
"Rpf1","Rpf1",1
"Aldh4a1","Aldh4a1",1
"Prkacb","Prkacb",4
"Ttll7","Ttll7",1
"Adgrl2","Adgrl2",2
"Iffo2","Iffo2",1
"Ubr4","Ubr4",3
"ZNF124_containing_gene16630","ZNF124_containing_gene16630",1
"ZNF709_containing_gene16631","ZNF709_containing_gene16631",3
"Sh3bp5l","Sh3bp5l",6
"Znf672","Znf672",1
"Znf692","Znf692",4
"Hrh2","Hrh2",0
"Sfxn1","Sfxn1",4
"Drd1","Drd1",0
"Emc1","Emc1",5
"Nsg2","Nsg2",4
"Cpeb4","Cpeb4",1
"LOC110598982","LOC110598982",1
"Bod1","Bod1",13
"Stc2","Stc2",0
"LOC110598986","LOC110598986",0
"Mrto4","Mrto4",4
"Bnip1","Bnip1",1
"Crebrf","Crebrf",6
"Atp6v0e1","Atp6v0e1",2
"Rpl26l1","Rpl26l1",5
"Ergic1","Ergic1",5
"Dusp1","Dusp1",1
"Neurl1b","Neurl1b",1
"Sh3pxd2b","Sh3pxd2b",1
"Ubtd2","Ubtd2",1
"AKR7A3_like","AKR7A3_like",3
"Stk10","Stk10",5
"Fbxw11","Fbxw11",2
"Npm1","Npm1",2
"RANBP17_containing","RANBP17_containing",6
"Akr7a2","Akr7a2",5
"RANBP17_like","RANBP17_like",3
"Gabrp","Gabrp",4
"Kcnip1","Kcnip1",4
"Kcnmb1","Kcnmb1",5
"Lcp2","Lcp2",2
"Dock2","Dock2",6
"Fam196b","Fam196b",3
"Pqlc2","Pqlc2",4
"Epha3","Epha3",2
"CUNH3orf38","CUNH3orf38",1
"Znf654","Znf654",6
"Cggbp1","Cggbp1",3
"Capzb","Capzb",2
"Chmp2b","Chmp2b",2
"Vgll3","Vgll3",2
"Cadm2","Cadm2",4
"Lingo2","Lingo2",6
"CUNH9orf72","CUNH9orf72",15
"Mob3b","Mob3b",10
"Tek","Tek",3
"Ift74","Ift74",1
"Plaa","Plaa",2
"Caap1","Caap1",0
"Tusc1","Tusc1",1
"LOC106145151","LOC106145151",1
"Rexo2","Rexo2",0
"Minos1","Minos1",2
"Rbm7","Rbm7",1
"CUNH11orf71","CUNH11orf71",2
"Zbtb16","Zbtb16",2
"Usp28","Usp28",0
"Zw10","Zw10",6
"Tmprss5","Tmprss5",9
"Nbl1","Nbl1",6
"Drd2","Drd2",0
"Ttc12","Ttc12",0
"Ncam1","Ncam1",4
"Pts","Pts",0
"Bco2","Bco2",1
"Il18","Il18",1
"Sdhd","Sdhd",2
"Htr6","Htr6",2
"Timm8b","Timm8b",4
"NKAPD1_like","NKAPD1_like",1
"Pih1d2","Pih1d2",1
"Dlat","Dlat",5
"Dixdc1","Dixdc1",1
"Hspb2","Hspb2",0
"Cryab","Cryab",11
"CUNH11orf1","CUNH11orf1",1
"Alg9","Alg9",2
"Tmco4","Tmco4",2
"Ppp2r1b","Ppp2r1b",1
"Sik2","Sik2",1
"Layn","Layn",1
"Colca2","Colca2",4
"COLCA1_containing","COLCA1_containing",1
"CUNH11orf53","CUNH11orf53",0
"Arhgap20","Arhgap20",2
"Fdx1","Fdx1",6
"Rdx","Rdx",3
"Zc3h12c","Zc3h12c",1
"CUNH11orf87","CUNH11orf87",4
"DDX10","DDX10",0
"Otud3","Otud3",1
"PHYH_like","PHYH_like",1
"Sephs1","Sephs1",2
"Bend7","Bend7",1
"Prpf18","Prpf18",3
"Frmd4a","Frmd4a",1
"Fam107b","Fam107b",1
"Cdnf","Cdnf",6
"Hspa14","Hspa14",4
"HSPA14_like","HSPA14_like",1
"Suv39h2","Suv39h2",2
"Dclre1c","Dclre1c",6
"Olah","Olah",6
"Rab18","Rab18",9
"Mkx","Mkx",2
"Armc4","Armc4",0
"Mpp7","Mpp7",1
"Wac","Wac",5
"Bambi","Bambi",1
"Map3k8","Map3k8",3
"Mtpap","Mtpap",0
"Jcad","Jcad",1
"Svil","Svil",1
"Znf438","Znf438",11
"Slc7a2","Slc7a2",5
"Pdgfrl","Pdgfrl",12
"Mtus1","Mtus1",1
"PCM1_containing","PCM1_containing",1
"Znf365","Znf365",1
"Rtkn2","Rtkn2",5
"Arid5b","Arid5b",1
"CABCOCO1_like","CABCOCO1_like",3
"Tmem26","Tmem26",1
"Rhobtb1","Rhobtb1",2
"Ank3","Ank3",1
"Ccdc6","Ccdc6",6
"Slc16a9","Slc16a9",1
"Fam13c","Fam13c",11
"Phyhipl","Phyhipl",0
"Bicc1","Bicc1",0
"Tfam","Tfam",6
"Ube2d1","Ube2d1",3
"Cisd1","Cisd1",2
"Ipmk","Ipmk",1
"ZNF724_containing_gene16833","ZNF724_containing_gene16833",1
"ZCRB1_containing","ZCRB1_containing",2
"Fbxo25","Fbxo25",2
"Tdrp","Tdrp",0
"Erich1","Erich1",6
"DLGAP2_containing_gene16838","DLGAP2_containing_gene16838",2
"DLGAP2_like_gene16839","DLGAP2_like_gene16839",1
"DLGAP2_like_gene16840","DLGAP2_like_gene16840",1
"DLGAP2_containing_gene16841","DLGAP2_containing_gene16841",1
"Cln8","Cln8",1
"Arhgef10","Arhgef10",6
"LOC110599013","LOC110599013",1
"Kbtbd11","Kbtbd11",6
"Csmd1","Csmd1",1
"Ubxn10","Ubxn10",3
"Mcph1","Mcph1",11
"Angpt2","Angpt2",4
"Agpat5","Agpat5",1
"Pard6g","Pard6g",12
"Vwa5b1","Vwa5b1",0
"Adnp2","Adnp2",1
"Rbfa","Rbfa",0
"LOC101955119","LOC101955119",0
"Txnl4a","Txnl4a",5
"Hsbp1l1","Hsbp1l1",1
"Pqlc1","Pqlc1",7
"Ctdp1","Ctdp1",1
"Nfatc1","Nfatc1",1
"Atp9b","Atp9b",3
"LOC110599226","LOC110599226",5
"Sall3","Sall3",5
"Galr1","Galr1",0
"Mbp","Mbp",8
"Znf236","Znf236",5
"LOC110599018","LOC110599018",0
"Znf516","Znf516",1
"Tshz1","Tshz1",0
"Camk2n1","Camk2n1",4
"Zadh2","Zadh2",4
"Znf407","Znf407",4
"Cndp2","Cndp2",2
"Fam69c","Fam69c",3
"CYB5A_containing","CYB5A_containing",2
"Timm21","Timm21",6
"Fbxo15","Fbxo15",0
"Mul1","Mul1",6
"ZNF56_containing_gene16890","ZNF56_containing_gene16890",2
"Ankrd30a","Ankrd30a",0
"ZNF33B_like","ZNF33B_like",1
"ZNF25_like","ZNF25_like",1
"Znf25","Znf25",1
"LOC110599230","LOC110599230",1
"Znf248","Znf248",1
"Bms1","Bms1",3
"Ret","Ret",4
"Csgalnact2","Csgalnact2",4
"Rasgef1a","Rasgef1a",2
"Fam43b","Fam43b",1
"Hnrnpf","Hnrnpf",4
"Znf239","Znf239",1
"Znf485","Znf485",0
"Znf32","Znf32",5
