unique_gene_symbol,hy_imp,med_imp,fore_imp,hy_rank,med_rank,fore_rank
Rit2,8.334190927651239e-6,0,5.061344802172823e-5,12176,12575.5,5924
RP9,8.331857328996189e-6,1.9369520786561596e-4,1.6173049405453574e-4,12177,1217,1895
Dph1,8.331102127339179e-6,2.1230449731846238e-5,8.999431309343092e-5,12178,10357,3717
Taok3,8.313385081179664e-6,2.8972523918373285e-5,6.680559718918338e-5,12179,9008,4804
Slc22a23,8.307212925973965e-6,1.5057327721006657e-4,4.6900457505599826e-5,12180,1842,6254
Mtmr3,8.294564967848887e-6,0,2.4836121259787663e-5,12181,12575.5,9155
Prkab2,8.283634571435609e-6,6.435346759501207e-5,5.0770843424692016e-5,12182,5163,5910
Fbxl4,8.279433487322196e-6,5.02692011628278e-5,8.481175745010281e-5,12183,6336,3899
Hpcal4,8.272016109147776e-6,4.9675189930386124e-5,9.782104642548024e-5,12184,6390,3488
Atp13a1,8.242508963395514e-6,1.9860486609952832e-5,4.7368273645288054e-5,12185,10643,6227
Osgep,8.22767728533394e-6,5.286040100566752e-5,1.0071231931511777e-4,12186,6092,3409
Adgrl1,8.203856177734205e-6,1.1956395592452791e-5,3.19838257487093e-5,12187,11964,7929
Imp4,8.17828431530638e-6,4.977950139255366e-5,2.3173005145496574e-5,12188,6384,9410
Slc6a17,8.147602599789761e-6,7.332877917442339e-5,2.405184323778252e-5,12189,4622,9269
Uri1,8.139825597093058e-6,7.869217398995436e-5,2.7625666060226935e-5,12190,4294,8642
Cep19,8.133915970597598e-6,1.3498983926437798e-5,6.957507840906952e-5,12191,11787,4645
Ddrgk1,8.11325488459173e-6,1.8914656030232588e-5,1.454567679962875e-5,12192,10831,11151
Kdm2a,8.100130972548642e-6,1.8175140313777796e-5,1.5758324794524697e-5,12193,10978,10860
Flnc,8.081587309510272e-6,1.2798746653730909e-5,7.640235210833822e-5,12194,11887,4263
Il4r,8.069596432975833e-6,5.349661817772072e-5,3.457109250846192e-4,12195,6037,71
Zfyve27,8.067377520165725e-6,2.8292149005920388e-5,4.047408177181899e-5,12196,9123,6871
Kcnj12,8.064307411218913e-6,3.686647231540973e-5,2.9912076515121805e-5,12197,7794,8244
Bphl,8.002021917916178e-6,3.514538884380918e-5,2.7228588012672236e-4,12198,8050,577
Mcph1,7.996696212908153e-6,0,1.816361053454885e-5,12199,12575.5,10341
Zbtb43,7.994394480802919e-6,5.67636023330833e-5,1.5671375959648727e-4,12200,5739,1964
HLA-C_like_gene21227,7.954279247021748e-6,1.3361799159744639e-5,1.7471059876185955e-5,12201,11802,10501
CUNH1orf21,7.933621175716965e-6,3.135288406847344e-5,1.830736110182576e-5,12202,8603,10316
Mylk3,7.91733310907802e-6,0,1.7322234039627418e-5,12203,12575.5,10534
Nemf,7.903803415735805e-6,1.2826051455377865e-5,2.5717717035537876e-5,12204,11882,8997
Ercc8,7.891419332572097e-6,0,1.281721366537311e-5,12205,12575.5,11523
Gnpat,7.885160007738424e-6,5.17600405021752e-5,6.526301794388725e-5,12206,6193,4892
P2ry12,7.881929853066628e-6,3.042373833998909e-5,3.365969602636452e-5,12207,8765,7695
Dkc1,7.84355142404377e-6,1.57314345002251e-5,1.1091769218438968e-4,12208,11430,3069
Znf280c,7.80739834172723e-6,3.805175719501618e-5,6.326089558898291e-5,12209,7667,5030
Ptpn21,7.746351437663154e-6,1.3986351702089943e-5,1.1734997177924357e-5,12210,11722,11688
Swsap1,7.74070664856969e-6,0,1.057930545546378e-4,12211,12575.5,3246
Shroom2,7.702252324602815e-6,4.661006285251905e-5,7.430878419135449e-5,12212,6724,4356
ZNF709_containing_gene15730,7.693690987657899e-6,0,1.994412001876111e-5,12213,12575.5,9992
Ret,7.690587965226209e-6,5.521359079652346e-5,1.4940602236883273e-5,12214,5875,11065
NRP2_containing,7.663646430624577e-6,4.5710272310247344e-5,2.1255608955350455e-5,12215,6801,9733
Wdr55,7.654280787698864e-6,3.297890717337283e-5,2.6279954194167924e-5,12216,8356,8882
Rpl22,7.63398513471105e-6,3.658457164648679e-5,2.371485962070955e-5,12217,7832,9318
Asmtl,7.608687553539232e-6,2.7322337170680858e-5,2.5725764674113087e-5,12218,9289,8994
SETDB2_like,7.569821902694126e-6,5.5183130736212604e-5,2.2561210560935664e-5,12219,5877,9502
COMMD3-BMI1,7.550423321471913e-6,6.668617297893194e-5,2.4168123309175655e-5,12220,5013,9254
PPP3R1_like,7.466841122727733e-6,1.433533408237187e-4,2.0696738288986017e-5,12221,2029,9837
Plcd1,7.25217008006401e-6,5.992414356736298e-5,2.4902740002685807e-5,12222,5460,9140
Znf205,7.167472654372104e-6,4.949639407828008e-5,1.6505378902297418e-5,12223,6412,10712
TRPM7_like,0,3.62863442683673e-4,3.883961456474523e-5,12651,33,7044
Adgrd1,0,3.623703654388414e-4,0,12651,35,12501
Pole,0,3.622565508013755e-4,0,12651,36,12501
Dock2,0,3.4547201985413417e-4,0,12651,69,12501
Slc18a3,0,3.4475222453158054e-4,0,12651,73,12501
KCNQ1OT1_like_G26527,0,3.4231814672321527e-4,1.7099682480819042e-4,12651,79,1746
CALCA,0,3.244189040875047e-4,0,12651,94,12501
Mpz,0,3.16252740444554e-4,0,12651,122,12501
Prx,0,3.161139546883693e-4,0,12651,124,12501
Calcb,0,3.151826452327599e-4,0,12651,127,12501
SYT3,0,3.1411252963929023e-4,0,12651,136,12501
LOC101959845,0,3.014570541054581e-4,0,12651,231,12501
Ppic,0,3.0092777648751604e-4,0,12651,234,12501
Qprt,0,3.0049709813435827e-4,0,12651,239,12501
Slc5a7,0,2.998583956369125e-4,0,12651,244,12501
Gpc5,0,2.971866971996547e-4,2.8157560732451707e-4,12651,269,371
Sphk1,0,2.950789830766489e-4,0,12651,305,12501
Il18,0,2.949160430993887e-4,1.1370617047034276e-4,12651,306,2990
LINC00504,0,2.946790901737751e-4,0,12651,313,12501
Sds,0,2.944576691186552e-4,0,12651,318,12501
Gipc3,0,2.9406855706228246e-4,0,12651,328,12501
SULT1B1_containing_gene15921,0,2.9356881115333365e-4,0,12651,345,12501
Btk,0,2.935436815022172e-4,0,12651,346,12501
Acvr1c,0,2.9352204092357394e-4,2.914509804050073e-4,12651,347,291
Aif1,0,2.908186341312967e-4,1.4260963551429335e-4,12651,454,2179
Olfml2b,0,2.8957555534346764e-4,3.604806107667552e-5,12651,491,7356
ZNF56_containing_gene16890,0,2.894598716214874e-4,0,12651,495,12501
Tex22,0,2.8831541056994846e-4,0,12651,554,12501
Heph,0,2.8828555589764085e-4,0,12651,556,12501
Enpp6,0,2.878424075313423e-4,0,12651,582,12501
Loxl3,0,2.875059965416636e-4,0,12651,600,12501
Acp5,0,0.00028549189599351926,0,12651,717,12501
Gng8,0,2.852148279921142e-4,0,12651,726,12501
Spatc1l,0,2.841010168147192e-4,0,12651,749,12501
Zfpm1,0,2.6929147294239386e-4,0,12651,778,12501
Plin2,0,2.5446836947966945e-4,0,12651,814,12501
CDC27,0,2.2691258000093686e-4,0,12651,916,12501
KCNA1_G405,0,2.2341624866868597e-4,5.1683999819331655e-5,12651,948,5834
G35398,0,2.2057760534365862e-4,0,12651,975,12501
G12914,0,2.2010956304752068e-4,0,12651,982,12501
Emilin2,0,2.1613191582807112e-4,0,12651,1018,12501
Nupr1,0,2.1218772625465932e-4,0,12651,1051,12501
Nkd1,0,2.105839281391503e-4,0,12651,1062,12501
Rsph3,0,2.0450403919987798e-4,0,12651,1099,12501
G33840,0,1.9672591829237657e-4,0,12651,1170,12501
Exph5,0,1.9419902605939936e-4,0,12651,1209,12501
Nppc,0,1.9336367685423078e-4,1.2167615137038514e-4,12651,1224,2758
LOC110598232,0,1.9307018556270845e-4,4.074262445396167e-5,12651,1229,6847
G826,0,1.9028459763280545e-4,0,12651,1279,12501
Eva1c,0,1.8967979813190903e-4,0,12651,1294,12501
Mboat1,0,1.891925755377912e-4,0,12651,1306,12501
G22711,0,1.8880939920123277e-4,0,12651,1319,12501
GBP6_like,0,1.8872139110868037e-4,0,12651,1324,12501
Hoxd3,0,1.8663927936514934e-4,0,12651,1361,12501
G18849,0,1.824617562520699e-4,0,12651,1428,12501
Thbs4,0,1.7929080084021085e-4,0,12651,1448,12501
IFITM3_containing,0,1.7729363183325648e-4,0,12651,1476,12501
Znf385b,0,1.756418886166682e-4,5.700929181911126e-5,12651,1488,5438
Ints13,0,1.7436319341933784e-4,0,12651,1501,12501
Il16,0,1.7317176583007146e-4,1.4361244357321933e-4,12651,1513,2163
Kcng4,0,1.7191830288825193e-4,0,12651,1521,12501
Tinagl1,0,1.6785313910033678e-4,0,12651,1542,12501
Gem,0,1.6522681388663556e-4,0,12651,1566,12501
G12328,0,1.6082543734583177e-4,6.30303333272635e-5,12651,1617,5056
G7079,0,1.595136636849574e-4,4.0920948794788234e-5,12651,1643,6827
Apoc1,0,1.5786146404039863e-4,0,12651,1672,12501
G5954,0,1.5783055473159792e-4,0,12651,1676,12501
G31730,0,1.5771250382068787e-4,0,12651,1681,12501
TMEM212_containing,0,1.577068312750335e-4,0,12651,1682,12501
Azgp1,0,1.5742615004206347e-4,0,12651,1687,12501
Vmac,0,1.5674037925602783e-4,0,12651,1700,12501
NET1_G3111,0,1.561130108058615e-4,0,12651,1722,12501
Samsn1,0,1.5588474911588043e-4,1.971414565118239e-4,12651,1728,1376
G5841,0,1.5513578740272525e-4,0,12651,1748,12501
Sema3b,0,1.541409194987315e-4,0,12651,1769,12501
Nthl1,0,1.5333812396330584e-4,0,12651,1777,12501
Grin3b,0,1.5200512573498216e-4,0,12651,1808,12501
LOC101961220,0,1.5178987748551732e-4,0,12651,1820,12501
Wfikkn2,0,1.5083647623830186e-4,0,12651,1835,12501
Bhlhe22,0,1.5062681960707292e-4,1.7758380824265703e-4,12651,1840,1605
Hyal1,0,1.502948278907621e-4,0,12651,1852,12501
LOC106145470,0,1.4889936429243012e-4,0,12651,1887,12501
Ankrd35,0,1.4834825371380455e-4,0,12651,1899,12501
Igfn1,0,1.4826148766902957e-4,0,12651,1903,12501
Sh3bp1,0,1.482329042333373e-4,0,12651,1904,12501
Ccdc160,0,1.4816627975493664e-4,0,12651,1906,12501
Gli2,0,1.4768876524473708e-4,0,12651,1916,12501
Hoxb5,0,1.476414603604073e-4,0,12651,1918,12501
Scrt2,0,1.4707842187100854e-4,0,12651,1928,12501
Amh,0,1.4591292175403548e-4,0,12651,1960,12501
G29855,0,1.4590667274485896e-4,0,12651,1961,12501
Slc38a6,0,1.4571990554080433e-4,0,12651,1967,12501
Znf469,0,1.4506153487763436e-4,0,12651,1982,12501
LOC110598081,0,1.4502341002703206e-4,0,12651,1983,12501
G3337,0,1.4496023676896687e-4,0,12651,1986,12501
G5599,0,1.4477011540558966e-4,0,12651,1989,12501
Cebpzos,0,1.4329838815884405e-4,0,12651,2031,12501
Mmaa,0,1.428578146072852e-4,0,12651,2042,12501
DCTN1-AS1_like,0,1.4131979055070847e-4,9.454502861602776e-5,12651,2079,3577
Mro,0,1.4093775607106003e-4,8.232095282851106e-5,12651,2096,3995
LOC101966891,0,1.4018108616227793e-4,0,12651,2114,12501
Rasl10a,0,1.376311568952497e-4,3.998961926876363e-5,12651,2161,6921
Ca4,0,1.3724100255272365e-4,1.3769847014352023e-4,12651,2167,2316
RN7SK,0,1.369393071313418e-4,0,12651,2176,12501
Tcea3,0,1.3674357769961377e-4,0,12651,2179,12501
Plcd4,0,1.3592099174206565e-4,0,12651,2190,12501
HSP90AA1_G13491,0,1.3468713800453784e-4,0,12651,2209,12501
Tmem220,0,1.344327743503881e-4,0,12651,2212,12501
Abhd14b,0,1.3440150115663095e-4,0,12651,2213,12501
Siah2,0,1.3253674852873592e-4,0,12651,2248,12501
Osmr,0,1.323084928786765e-4,0,12651,2256,12501
G4502,0,1.3150380670453986e-4,0,12651,2277,12501
Msx1,0,1.307737939137261e-4,0,12651,2307,12501
Ttc23,0,1.303377886686071e-4,0,12651,2318,12501
Hcls1,0,1.3028929627585358e-4,0,12651,2321,12501
Pkn3,0,1.3006880421649342e-4,0,12651,2327,12501
Btbd19,0,1.2982166327956353e-4,0,12651,2334,12501
DOC2GP_containing,0,1.2952590580224784e-4,0,12651,2345,12501
CCDC15,0,1.2816065168840752e-4,0,12651,2377,12501
Slc22a18,0,1.2747866366909607e-4,0,12651,2412,12501
G21914,0,1.274583206280008e-4,0,12651,2415,12501
Il1rn,0,1.272482446327816e-4,0,12651,2421,12501
Ankrd29,0,1.2707788631575456e-4,0,12651,2427,12501
Hmgn5,0,1.2686549433084138e-4,0,12651,2434,12501
MYH1,0,1.2682471135877323e-4,0,12651,2436,12501
EPPK1_containing,0,1.2656318886431438e-4,0,12651,2443,12501
WSB2,0,1.260174402877732e-4,0,12651,2468,12501
G36732,0,1.2512006542683297e-4,0,12651,2505,12501
Tpm2,0,1.2439274360530225e-4,0,12651,2530,12501
Prkcd,0,1.2387019581320662e-4,1.5845630512945052e-5,12651,2559,10839
G39319,0,1.235352187377602e-4,0,12651,2574,12501
Nkx2-2,0,1.2336933358783874e-4,0,12651,2580,12501
Hoxd4,0,1.2330303487308013e-4,0,12651,2584,12501
LOC110598858,0,1.2295793765121078e-4,0,12651,2598,12501
Frem1,0,1.2276166641236899e-4,0,12651,2605,12501
Kcns3,0,1.214969843614533e-4,3.4348800451777266e-5,12651,2660,7598
Fam160a1,0,1.2119833552312739e-4,2.888712467210255e-5,12651,2669,8407
FTH1_G11993,0,1.2086144959247082e-4,2.378017918649927e-5,12651,2681,9312
Ocln,0,1.2083732665647958e-4,3.049965421596628e-5,12651,2684,8152
SULT1A1_like,0,1.2063138537729976e-4,0,12651,2695,12501
G18840,0,1.2041657387656757e-4,0,12651,2703,12501
Aifm2,0,1.2035700752032379e-4,0,12651,2706,12501
Inhbb,0,1.2015233000732431e-4,0,12651,2715,12501
Traf3ip2,0,1.1980247610070187e-4,0,12651,2726,12501
Wnt7a,0,0.00011894227369020503,0,12651,2744,12501
Slc4a5,0,1.1761552956138973e-4,1.1943135032952389e-5,12651,2775,11666
Serpinf1,0,0.00011743941406096816,1.792275051590141e-5,12651,2781,10390
Pola2,0,1.1724105414796196e-4,1.7617561828977508e-4,12651,2786,1624
Emp2,0,1.1652625676754026e-4,0,12651,2801,12501
EEF1A2_containing,0,1.1638784973881952e-4,0,12651,2806,12501
G10744,0,1.1621913012111349e-4,0,12651,2814,12501
Itpripl2,0,1.1602856255912519e-4,0,12651,2819,12501
G30349,0,1.1469310111968281e-4,0,12651,2858,12501
Sox18,0,1.1468638527504629e-4,0,12651,2859,12501
G13022,0,1.1339659100973563e-4,1.9281492164275335e-4,12651,2888,1450
Kctd11,0,1.1306520247607324e-4,0,12651,2896,12501
Dll4,0,1.1260305778784652e-4,0,12651,2910,12501
LOC106144717,0,1.1257019509410683e-4,0,12651,2912,12501
Bmp4,0,1.123055048718292e-4,0,12651,2921,12501
Ttr,0,1.1126541997811951e-4,4.354450661039911e-5,12651,2939,6564
Kl,0,1.1055830731922021e-4,1.757046905413283e-5,12651,2958,10471
Otx2,0,1.1031894049705728e-4,0,12651,2964,12501
St6galnac2,0,1.0929559433149934e-4,9.827752996653131e-6,12651,2993,11865
Sfrp1,0,1.0924007925541979e-4,1.4263911040235316e-5,12651,2995,11203
Mfrp,0,1.0799805935124039e-4,1.2091658622868268e-5,12651,3034,11644
Prr32,0,1.0739349202026143e-4,2.7704941643025704e-5,12651,3054,8624
Fibin,0,1.0730883245863281e-4,0,12651,3055,12501
G5902,0,1.072495030481918e-4,0,12651,3059,12501
Spint1,0,1.0093144280812574e-4,0,12651,3228,12501
Fermt3,0,1.0053378531952224e-4,3.36332120926106e-5,12651,3239,7699
Sgk2,0,1.0025303765170065e-4,0,12651,3246,12501
Hyal3,0,1.0020641315561601e-4,0,12651,3250,12501
Zfp57,0,1.001848252732988e-4,0,12651,3251,12501
Ticam1,0,9.934266958780981e-5,0,12651,3285,12501
Znf41,0,9.880904756757662e-5,2.2424190112377742e-5,12651,3309,9534
Dusp10,0,9.83020383345908e-5,0,12651,3333,12501
LOC101962071,0,9.815005767511149e-5,0,12651,3341,12501
Tgfb1i1,0,9.806294310991792e-5,0,12651,3347,12501
G9625,0,9.737865992977458e-5,1.867101670417456e-5,12651,3366,10225
Bin2,0,9.71896937441104e-5,0,12651,3376,12501
ABCG2_like_gene20019,0,9.523856359832612e-5,0,12651,3440,12501
G22853,0,9.505668270999716e-5,0,12651,3452,12501
KRTAP10-1,0,9.405447823422576e-5,0,12651,3491,12501
Pard6a,0,9.297407432749191e-5,0,12651,3526,12501
G2284,0,9.220100470216096e-5,0,12651,3548,12501
Rgs20,0,8.858055128132546e-5,2.02390290936832e-5,12651,3708,9925
RASIP1_containing_gene19067,0,8.790542458885173e-5,1.563922694341338e-4,12651,3739,1968
Hoxc5,0,8.714141612922962e-5,0,12651,3773,12501
Znf575,0,8.627128109219978e-5,0,12651,3826,12501
CUNH17orf58,0,8.56727205209347e-5,0,12651,3860,12501
G3448,0,8.548374776935988e-5,0,12651,3876,12501
Sap30,0,8.531138531539272e-5,0,12651,3888,12501
Metazoa_SRP_ENSSTOG00000031089,0,8.487987647833933e-5,0,12651,3916,12501
Inhba,0,8.45317984035634e-5,7.539096151600787e-5,12651,3936,4304
Nfatc4,0,8.28473389916066e-5,0,12651,4039,12501
Tmem140,0,8.200446534253406e-5,0,12651,4081,12501
Ip6k3,0,8.19930472723349e-5,0,12651,4082,12501
G7744,0,8.163558810490604e-5,0,12651,4105,12501
Lbx1,0,8.14853307395646e-5,0,12651,4115,12501
Prdm16,0,8.136864754147953e-5,2.1783668738663144e-5,12651,4122,9642
Hoxb3,0,8.135091834462894e-5,0,12651,4125,12501
CYBB_containing,0,8.134104536797627e-5,0,12651,4126,12501
Pin4,0,8.132561126313842e-5,0,12651,4128,12501
Pdlim1,0,8.123609788089168e-5,4.503539052233089e-5,12651,4133,6431
LOC110599055,0,8.073502964230423e-5,0,12651,4164,12501
Pgm5,0,8.071277861364308e-5,0,12651,4166,12501
ALK_like,0,7.991974792554579e-5,0,12651,4216,12501
Arhgap30,0,7.990792775839042e-5,0,12651,4217,12501
Metrnl,0,7.973471569342527e-5,0,12651,4227,12501
Rarg,0,7.943039486836196e-5,5.150383607323932e-5,12651,4255,5854
Mlxipl,0,7.932045546287119e-5,0,12651,4263,12501
RNaseP_nuc_ENSSTOG00000018579,0,7.84874101945065e-5,0,12651,4305,12501
Scin,0,7.793687233476258e-5,0,12651,4330,12501
Scn4b,0,7.77278160580738e-5,3.0182372488195866e-5,12651,4345,8192
HOXB8,0,7.729705259991047e-5,0,12651,4376,12501
Kcnj13,0,7.720069459271598e-5,1.913947546831297e-5,12651,4383,10123
Sgcd,0,7.70712559350113e-5,0,12651,4391,12501
Nxph2,0,7.679375710159578e-5,1.4464380806450072e-4,12651,4410,2141
Eif4ebp3,0,7.658961583572669e-5,0,12651,4423,12501
Dbh,0,7.642747179940562e-5,0,12651,4432,12501
ATG12,0,7.607394411893116e-5,0,12651,4452,12501
GPBP1L1,0,7.605859930534374e-5,0,12651,4455,12501
Slc6a5,0,7.577883319091698e-5,0,12651,4475,12501
Col22a1,0,7.5395514532255e-5,0,12651,4502,12501
Hmces,0,7.515675260595984e-5,0,12651,4520,12501
Ier3,0,7.410843285964001e-5,0,12651,4574,12501
CUNH8orf82,0,7.363077713661862e-5,0,12651,4603,12501
FIBIN,0,7.285984431042134e-5,0,12651,4651,12501
Bcl3,0,7.269771204652104e-5,0,12651,4658,12501
G38210,0,7.261559523791651e-5,0,12651,4661,12501
G38819,0,7.227006501399867e-5,0,12651,4677,12501
Galnt14,0,7.224030616579821e-5,7.337030963557396e-5,12651,4679,4404
KCNQ1OT1_like_G7175,0,7.05316907270391e-5,0,12651,4783,12501
G25778,0,7.02901572923716e-5,0,12651,4802,12501
ENSSTOG00000031305,0,7.02656249594937e-5,0,12651,4805,12501
Grid2ip,0,7.019842012393089e-5,1.4077911045217034e-5,12651,4808,11254
Prr22,0,7.011091430038729e-5,0,12651,4811,12501
Hoxc6,0,6.947995883360811e-5,0,12651,4851,12501
ZRSR2_like,0,6.934323975697571e-5,0,12651,4860,12501
Dok6,0,6.887429440107756e-5,3.478274443722308e-5,12651,4884,7528
Sfrp2,0,6.804079346675615e-5,0,12651,4928,12501
G38184,0,6.717877548916698e-5,0,12651,4979,12501
MTUS2_like,0,6.699724109713803e-5,1.5118787570912508e-5,12651,4996,11017
LOC110599476,0,6.697132206082376e-5,0,12651,4997,12501
LOC110597796,0,6.643463543149443e-5,0,12651,5032,12501
LOC101962906,0,6.637208631527442e-5,1.5113994350878606e-5,12651,5035,11021
Slc43a1,0,6.602167414071895e-5,0,12651,5049,12501
Mecom,0,6.601011831101314e-5,1.4073598357598212e-4,12651,5051,2218
F13a1,0,6.559184316645711e-5,4.95606132492112e-5,12651,5076,6021
G23238,0,6.533555546431979e-5,0,12651,5093,12501
Atp2a1,0,6.527706462787532e-5,0,12651,5099,12501
GNAS_ENSSTOG00000033348,0,6.520440613419975e-5,0,12651,5103,12501
Col4a4,0,6.480905276432619e-5,0,12651,5130,12501
Card19,0,6.46113852444377e-5,0,12651,5141,12501
Fam20a,0,6.385933029906887e-5,0,12651,5195,12501
Abi3,0,6.377786551817602e-5,0,12651,5202,12501
G28963,0,6.332900326445665e-5,0,12651,5225,12501
G7868,0,6.300826666437609e-5,0,12651,5247,12501
Hoxb7,0,6.299598586052036e-5,0,12651,5248,12501
Slc17a7,0,6.26461960847681e-5,5.748725727801472e-5,12651,5272,5404
Cd248,0,6.24295814728177e-5,0,12651,5283,12501
TNS1_G19812,0,6.229570859651073e-5,0,12651,5291,12501
Hoxa5,0,6.218251585260867e-5,0,12651,5294,12501
N6amt1,0,6.185934900368312e-5,2.0415509352894416e-5,12651,5318,9889
Cdh3,0,6.18438278113399e-5,0,12651,5319,12501
Tead2,0,6.173339018367057e-5,0,12651,5326,12501
ZKSCAN3_containing,0,6.144911933413559e-5,0,12651,5346,12501
Hoxa2,0,6.114160978772334e-5,0,12651,5367,12501
Arhgap42,0,6.104174748812579e-5,5.9050694538158145e-5,12651,5375,5294
ENSSTOG00000033129,0,6.0974845877630766e-5,0,12651,5388,12501
Hey2,0,6.079381867080125e-5,0,12651,5393,12501
Copz2,0,6.0704546293658876e-5,0,12651,5400,12501
U1_ENSSTOG00000021984,0,6.053163583977468e-5,0,12651,5418,12501
G25539,0,6.0296099198095e-5,0,12651,5429,12501
Naif1,0,5.967214072609222e-5,4.1373363259456395e-5,12651,5476,6778
HOTAIRM1_containing,0,5.891650099315226e-5,0,12651,5534,12501
Plau,0,5.866784329942082e-5,0,12651,5557,12501
ZFAND5_like_G22457,0,5.836397307609609e-5,0,12651,5586,12501
Gpat3,0,5.8216469273590445e-5,0,12651,5599,12501
G11647,0,5.782579474598199e-5,0,12651,5630,12501
CDK5R1,0,5.769772943438115e-5,0,12651,5641,12501
Apool,0,5.7619013338181395e-5,0,12651,5653,12501
Slc30a3,0,5.747402464589584e-5,1.3302790154905213e-4,12651,5669,2457
G7489,0,5.7029800903205754e-5,0,12651,5706,12501
Dph5,0,5.692472054872647e-5,1.4630202235401091e-5,12651,5722,11134
SS18L2_containing_gene23495,0,5.6807899226089356e-5,0,12651,5734,12501
Ccdc168,0,5.674509661071083e-5,4.107500472015422e-5,12651,5742,6808
Sqor,0,5.6636448578941975e-5,0,12651,5750,12501
Flvcr2,0,5.6467467859882624e-5,0,12651,5759,12501
LOC101960820,0,5.6335299423142966e-5,1.5526829331442387e-5,12651,5770,10913
G15044,0,5.621583962805356e-5,0,12651,5774,12501
G10410,0,5.6118403053819636e-5,0,12651,5781,12501
G11412,0,5.591610319594123e-5,0,12651,5802,12501
Bfsp1,0,5.5885194602315e-5,0,12651,5803,12501
Rgs10,0,5.581552843189738e-5,3.121858157172906e-5,12651,5812,8039
Hoxc4,0,5.5323439135009035e-5,0,12651,5858,12501
G652,0,5.481947618100286e-5,0,12651,5907,12501
Hoxa4,0,5.459566109473811e-5,0,12651,5929,12501
Naalad2,0,5.45374478424188e-5,1.469485488681531e-5,12651,5938,11121
Cxcl16,0,5.368187606668633e-5,0,12651,6016,12501
