"","gene","r","module_color","module_n"
"6946","Tsc2",0.735048748352146,"tan",12
"6947","Slc9a3r2",0.704060620129178,"green",5
"6948","Znf598",0.466547224977257,"red",6
"6949","Syngr3",0.837441943400065,"grey",0
"6950","Foxj3",-0.24725219458554,"grey",0
"6951","Gfer",0.604360486111702,"turquoise",1
"6952","Tbl3",0.0946954229618023,"grey",0
"6953","Rps2",0.852335948592354,"turquoise",1
"6954","Ndufb10",0.778698742858702,"turquoise",1
"6955","Msrb1",0.748250377651813,"red",6
"6956","Fahd1",0.88295620279682,"turquoise",1
"6957","Hagh",0.800973934426069,"turquoise",1
"6958","Nubp2",0.587939907567475,"red",6
"6959","Spsb3",0.653320505621424,"magenta",9
"6960","Eme2",0.497658656115396,"grey",0
"6961","Mrps34",0.695821334383974,"turquoise",1
"6962","Nme3",0.665609657834197,"steelblue",30
"6963","Mapk8ip3",0.931535698179783,"black",7
"6964","Jpt2",0.741638091483356,"saddlebrown",29
"6965","Rimkla",0.675838987741008,"green",5
"6966","Cramp1",0.898341532099708,"darkgrey",24
"6967","Ift140",0.695435751190845,"tan",12
"6968","Telo2",0.580631636248723,"magenta",9
"6969","Clcn7",0.695457803493175,"midnightblue",15
"6970","CUNH16orf91",0.575523138360778,"turquoise",1
"6971","Zmynd12",0.684038301367416,"turquoise",1
"6972","Unkl",0.747081552852835,"blue",2
"6973","Gnptg",0.717372999424603,"turquoise",1
"6974","Tsr3",0.834471770611252,"turquoise",1
"6975","Baiap3",0.846223995198704,"grey60",17
"6976","Ube2i",0.689451147600424,"red",6
"6977","Ppcs",0.415356496694326,"lightcyan",16
